ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
161,64,Male,Married,6311.994319,1/22/2022,18589.5,98.127,Doctorate,Tripura,Doctor,policy3,Chat,policy1,Group,Text,Mail,Evening,Mandarin
162,58,Female,Married,5311.460089,8/16/2020,46987.6,460.428,High School Diploma,Bihar,Lawyer,policy2,Email,policy2,Family,Text,Phone,Evening,German
163,52,Male,Divorced,8988.521074,8/17/2021,7938.1,28.734,Master's Degree,West Bengal,Salesperson,policy1,Chat,policy1,Family,Phone,In-Person Meeting,Weekends,Spanish
164,46,Male,Married,4931.357483,4/16/1989,40177,368.971,Master's Degree,Jharkhand,Entrepreneur,policy3,Mobile App,policy5,Business,Mail,Mail,Weekends,French
165,45,Male,Widowed,5421.835103,8/11/2014,48568.6,438.517,Associate Degree,Tripura,Doctor,policy1,Phone,policy2,Family,Email,Mail,Weekends,German
166,39,Female,Married,3546.441865,7/24/2019,24641.6,528.83,Master's Degree,Tripura,Engineer,policy5,In-Person,policy2,Family,Mail,In-Person Meeting,Weekends,Spanish
167,35,Female,Divorced,3274.490952,6/16/2021,44608.7,1009.384,Associate Degree,Jharkhand,Salesperson,policy2,Mobile App,policy1,Individual,In-Person Meeting,Email,Weekends,English
168,47,Male,Married,3716.277229,5/31/1997,22350.1,142.967,Bachelor's Degree,Madhya Pradesh,Lawyer,policy5,Chat,policy1,Group,In-Person Meeting,Email,Weekends,English
169,31,Male,Married,3025.382473,12/18/2020,27539.1,425.179,Doctorate,Delhi,Teacher,policy3,Email,policy5,Family,Mail,In-Person Meeting,Weekends,French
170,47,Female,Married,3392.032126,12/16/2020,36771.2,1101.392,Doctorate,Chhattisgarh,Lawyer,policy3,Mobile App,policy5,Individual,Email,In-Person Meeting,Morning,French
171,28,Female,Divorced,8425.590438,10/6/2023,35393.1,81.107,Associate Degree,Delhi,Artist,policy3,In-Person,policy1,Business,Text,Mail,Afternoon,German
172,57,Female,Married,4825.088252,7/27/1975,22336.4,193.796,Associate Degree,Goa,Salesperson,policy4,Phone,policy2,Group,Text,Email,Weekends,English
173,32,Female,Single,11080.27383,12/24/2020,36339.2,85.433,Bachelor's Degree,Sikkim,Salesperson,policy5,Email,policy3,Group,Text,Email,Evening,Mandarin
174,41,Male,Single,6460.534854,12/8/2020,43592.1,163.9,Associate Degree,Odisha,Manager,policy5,Chat,policy1,Family,Email,In-Person Meeting,Afternoon,English
175,36,Male,Single,3878.348848,4/3/2019,26777,303.66,Doctorate,Chandigarh,Entrepreneur,policy2,In-Person,policy4,Group,In-Person Meeting,Phone,Weekends,German
176,25,Male,Single,1653.197,12/16/2022,33482.1,1401.126,Bachelor's Degree,Telangana,Lawyer,policy3,Mobile App,policy2,Group,Mail,In-Person Meeting,Morning,Spanish
177,24,Female,Separated,1237.789089,2/13/2024,47190.9,1427.998,Doctorate,Andaman and Nicobar Islands,Lawyer,policy2,Email,policy4,Individual,Mail,Email,Morning,Mandarin
178,27,Female,Married,1876.968983,12/21/2023,32663.3,1612.169,Doctorate,Andaman and Nicobar Islands,Salesperson,policy1,Email,policy3,Business,Phone,Text,Evening,Mandarin
179,28,Male,Divorced,8399.983948,4/23/2022,47964.3,186.603,Bachelor's Degree,Nagaland,Artist,policy3,Chat,policy1,Family,Email,Phone,Afternoon,German
180,25,Female,Married,1611.857276,3/15/2023,9642.7,316.714,Associate Degree,Punjab,Entrepreneur,policy5,Email,policy2,Individual,Email,Email,Weekends,Spanish
181,20,Female,Single,2161.161857,3/22/2025,35662.6,1326.746,High School Diploma,Sikkim,Entrepreneur,policy5,Mobile App,policy3,Group,Mail,Phone,Morning,German
182,34,Male,Married,1572.87933,5/26/2024,46180.5,1608.97,Doctorate,Odisha,Artist,policy3,Phone,policy3,Group,Phone,Mail,Evening,Spanish
183,37,Male,Married,2664.901171,3/29/2017,29850.3,623.393,Bachelor's Degree,Manipur,Doctor,policy3,Mobile App,policy5,Group,Email,In-Person Meeting,Afternoon,Mandarin
184,41,Male,Single,9275.432843,7/10/2023,28854.4,73.993,Master's Degree,Haryana,Doctor,policy3,Phone,policy2,Group,Email,Phone,Afternoon,English
185,38,Female,Divorced,9470.67495,11/25/2023,34984,148.074,Doctorate,Puducherry,Teacher,policy3,In-Person,policy2,Group,Email,Phone,Morning,German
186,49,Female,Married,5100.789467,8/2/1992,10675.4,91.575,Master's Degree,Himachal Pradesh,Salesperson,policy2,Mobile App,policy5,Group,Mail,Phone,Afternoon,French
187,38,Female,Divorced,3122.700727,6/25/2020,19858.6,473.458,High School Diploma,Puducherry,Entrepreneur,policy5,Mobile App,policy1,Business,Mail,In-Person Meeting,Afternoon,French
188,42,Female,Divorced,1643.032407,8/6/2023,19774.5,338.775,Doctorate,Mizoram,Entrepreneur,policy1,In-Person,policy5,Family,Mail,Text,Afternoon,German
189,29,Female,Single,1728.071507,8/27/2024,7679,357.237,Doctorate,Haryana,Nurse,policy2,Mobile App,policy1,Individual,Phone,Phone,Morning,French
190,22,Male,Married,1949.282972,2/4/2025,24777.5,1234.542,Doctorate,Haryana,Doctor,policy4,Email,policy1,Group,In-Person Meeting,Text,Weekends,German
191,65,Male,Widowed,5460.876097,9/17/2015,47523.2,258.237,Master's Degree,Assam,Artist,policy3,Email,policy3,Individual,Phone,In-Person Meeting,Anytime,French
192,58,Male,Married,5630.739252,3/9/2014,38009,244.029,Doctorate,Gujarat,Entrepreneur,policy5,Chat,policy1,Group,Email,In-Person Meeting,Afternoon,French
193,47,Female,Married,2444.700873,4/27/2022,6947.7,77.059,Doctorate,Jharkhand,Doctor,policy3,In-Person,policy5,Individual,Text,Mail,Evening,Mandarin
194,36,Male,Single,8064.05663,6/1/2023,40716.2,169.706,Bachelor's Degree,Bihar,Entrepreneur,policy1,Chat,policy2,Business,Email,In-Person Meeting,Weekends,French
195,30,Female,Single,2836.869512,3/6/2024,32196.7,1595.137,Doctorate,Himachal Pradesh,Manager,policy5,Phone,policy1,Family,Text,In-Person Meeting,Evening,German
196,47,Male,Divorced,7951.873981,9/4/2021,27360.7,32.55,High School Diploma,Madhya Pradesh,Entrepreneur,policy4,Mobile App,policy1,Business,Mail,In-Person Meeting,Weekends,German
197,44,Female,Married,3449.969041,5/9/2018,20424.5,575.088,Doctorate,Chhattisgarh,Nurse,policy3,Phone,policy3,Family,Text,Phone,Anytime,French
198,26,Male,Married,2563.365362,7/4/2024,12046.7,380.928,High School Diploma,Tamil Nadu,Lawyer,policy5,Email,policy4,Business,Phone,Email,Weekends,German
199,39,Female,Married,2698.237328,4/5/2023,44817.2,988.802,Doctorate,Nagaland,Manager,policy2,In-Person,policy4,Individual,Text,Text,Anytime,German
200,21,Female,Single,1720.343563,12/1/2022,35190.8,1293.802,High School Diploma,Haryana,Manager,policy2,In-Person,policy5,Business,Mail,In-Person Meeting,Anytime,Spanish
201,31,Male,Single,10054.69971,12/17/2020,44696.3,118.311,Doctorate,Andaman and Nicobar Islands,Entrepreneur,policy2,Phone,policy2,Family,Email,Text,Morning,Spanish
202,55,Male,Married,5259.425426,10/24/2018,22467.3,127.809,Associate Degree,Chhattisgarh,Engineer,policy1,Email,policy5,Business,Text,Email,Morning,English
203,34,Male,Single,9045.03303,12/8/2022,48030.5,118.173,Doctorate,Delhi,Doctor,policy4,Chat,policy3,Group,Mail,In-Person Meeting,Weekends,English
204,39,Male,Divorced,6079.302167,5/21/2022,6610.5,31.364,High School Diploma,Andhra Pradesh,Entrepreneur,policy5,Chat,policy1,Group,Phone,In-Person Meeting,Morning,German
205,45,Female,Married,3108.96791,2/28/2024,49996.2,534.632,High School Diploma,Andhra Pradesh,Manager,policy3,Phone,policy1,Group,Mail,Email,Weekends,French
206,36,Male,Separated,8244.880228,8/29/2021,29273.5,41.856,Associate Degree,Daman and Diu,Nurse,policy5,Phone,policy5,Business,Email,In-Person Meeting,Weekends,German
207,36,Female,Divorced,9221.84873,5/29/2023,24490.4,114.626,Doctorate,Himachal Pradesh,Artist,policy2,Mobile App,policy1,Family,Mail,In-Person Meeting,Weekends,German
208,36,Female,Divorced,3907.883143,11/8/2016,9583.3,129.774,Doctorate,Punjab,Lawyer,policy1,Chat,policy4,Group,Text,Phone,Anytime,French
209,25,Male,Single,1748.88931,11/26/2022,24133.5,1048.307,Associate Degree,Nagaland,Nurse,policy1,Mobile App,policy4,Group,Mail,Mail,Weekends,Mandarin
210,47,Male,Widowed,4945.626458,12/3/1977,36101.1,337.814,Associate Degree,Punjab,Lawyer,policy5,Mobile App,policy4,Business,Phone,Email,Weekends,German
211,25,Male,Separated,1891.094201,9/26/2023,10174.5,446.786,Master's Degree,Telangana,Nurse,policy5,Phone,policy5,Family,Text,Mail,Afternoon,Mandarin
212,39,Male,Married,3829.239922,5/8/2020,41822.6,629.87,Bachelor's Degree,Sikkim,Teacher,policy3,Email,policy3,Group,Mail,Mail,Evening,Spanish
213,28,Male,Single,1267.863083,10/8/2022,32490.7,1274.596,Bachelor's Degree,Madhya Pradesh,Manager,policy4,Phone,policy3,Individual,Email,Text,Weekends,German
214,44,Female,Married,4548.214058,2/10/2024,29924.3,606.922,Associate Degree,Karnataka,Entrepreneur,policy4,Chat,policy1,Individual,Phone,Text,Weekends,German
215,38,Female,Married,3943.055307,2/11/2022,22403.7,254.163,High School Diploma,Maharashtra,Entrepreneur,policy4,Mobile App,policy5,Business,Mail,Phone,Morning,Spanish
216,38,Male,Single,2400.078645,12/13/2016,6900.8,121.42,Bachelor's Degree,Meghalaya,Teacher,policy2,Email,policy1,Business,Phone,Phone,Morning,Mandarin
217,55,Male,Widowed,6070.695344,1/3/2011,15418.6,151.608,Master's Degree,Uttarakhand,Doctor,policy1,Phone,policy1,Group,Email,Email,Weekends,Mandarin
218,35,Male,Separated,5806.586825,3/18/2022,39286.4,50.231,Bachelor's Degree,Delhi,Artist,policy2,Chat,policy5,Group,Text,In-Person Meeting,Evening,German
219,58,Female,Divorced,5701.288944,10/14/1987,8363.5,46.648,Associate Degree,Andaman and Nicobar Islands,Teacher,policy2,Phone,policy1,Business,Email,In-Person Meeting,Weekends,English
220,41,Male,Single,3720.144849,6/23/2021,36855.2,1092.772,Doctorate,Madhya Pradesh,Lawyer,policy2,Phone,policy1,Group,Mail,In-Person Meeting,Afternoon,Mandarin
221,47,Female,Married,5640.299495,2/7/1988,7273.8,39.66,High School Diploma,Maharashtra,Manager,policy4,Chat,policy2,Business,Text,In-Person Meeting,Weekends,French
222,37,Male,Single,10361.75903,7/22/2023,40705.4,84.077,Master's Degree,Chandigarh,Manager,policy3,Mobile App,policy4,Individual,In-Person Meeting,Text,Evening,Mandarin
223,30,Female,Married,1344.441021,11/10/2024,14447.6,656.925,Doctorate,Chhattisgarh,Engineer,policy4,In-Person,policy1,Business,Email,Mail,Afternoon,French
224,41,Female,Married,3309.94576,11/10/2021,43495.7,674.434,Master's Degree,Jharkhand,Salesperson,policy3,In-Person,policy5,Business,Mail,Phone,Anytime,English
225,58,Male,Married,6423.277805,1/4/2007,31331.2,251.881,High School Diploma,Jharkhand,Teacher,policy1,Mobile App,policy4,Group,In-Person Meeting,Phone,Anytime,Mandarin
226,48,Male,Divorced,8263.458845,4/24/2023,29818.2,83.31,Associate Degree,Arunachal Pradesh,Entrepreneur,policy1,Chat,policy1,Individual,Phone,Phone,Weekends,English
227,39,Male,Divorced,2143.506101,8/25/2017,25894.4,472.292,Doctorate,Chhattisgarh,Doctor,policy3,Mobile App,policy5,Group,Mail,Text,Afternoon,English
228,25,Male,Single,1478.176635,8/28/2024,17613.1,667.136,Master's Degree,Dadra and Nagar Haveli,Entrepreneur,policy5,In-Person,policy5,Business,Text,In-Person Meeting,Weekends,French
229,55,Female,Widowed,5097.560565,7/25/1981,47431.5,322.484,High School Diploma,Dadra and Nagar Haveli,Artist,policy3,Email,policy1,Group,Phone,Phone,Evening,Spanish
230,45,Female,Married,2538.729627,1/31/2018,29893.3,369.905,Associate Degree,Uttar Pradesh,Artist,policy2,Chat,policy1,Business,Email,Mail,Afternoon,German
231,55,Male,Married,4580.084887,11/10/1988,44405.1,432.55,Master's Degree,Odisha,Teacher,policy3,In-Person,policy5,Group,Mail,Mail,Morning,English
232,66,Male,Married,3208.901005,5/14/1976,49712.6,464.366,Bachelor's Degree,Himachal Pradesh,Teacher,policy1,In-Person,policy4,Family,Email,Mail,Afternoon,English
233,43,Male,Married,3355.922495,6/10/2017,41826.6,653.373,Doctorate,Haryana,Salesperson,policy2,Mobile App,policy5,Business,Mail,In-Person Meeting,Evening,Mandarin
234,39,Male,Married,1747.233235,4/14/2017,9272.7,121.459,Master's Degree,Mizoram,Salesperson,policy1,In-Person,policy4,Business,In-Person Meeting,Text,Anytime,German
235,78,Female,Divorced,6106.992624,2/13/1993,35983.5,296.884,Bachelor's Degree,Manipur,Teacher,policy3,Phone,policy3,Family,Text,Email,Weekends,Mandarin
236,69,Female,Widowed,4147.359537,2/29/1976,39300.3,279.716,Associate Degree,Madhya Pradesh,Artist,policy2,Mobile App,policy3,Business,In-Person Meeting,Phone,Evening,English
237,74,Male,Divorced,5004.453548,7/9/2009,46324.4,400.122,Master's Degree,Tamil Nadu,Lawyer,policy3,Phone,policy3,Group,Text,In-Person Meeting,Weekends,English
238,47,Female,Married,3737.332724,11/8/2022,48848.6,1426.175,Bachelor's Degree,Goa,Entrepreneur,policy3,Phone,policy4,Business,Mail,Phone,Morning,German
239,26,Male,Separated,1890.40826,1/15/2023,22407.3,787.79,Master's Degree,Bihar,Entrepreneur,policy5,Chat,policy3,Business,Email,In-Person Meeting,Evening,German
240,53,Male,Separated,9055.94079,5/16/2021,31140.1,104.547,Master's Degree,Arunachal Pradesh,Engineer,policy2,Phone,policy1,Business,Mail,In-Person Meeting,Afternoon,German
241,29,Female,Divorced,7336.095988,11/14/2023,16214.8,43.747,Master's Degree,Delhi,Entrepreneur,policy1,Email,policy4,Business,Email,Phone,Morning,French
242,44,Female,Married,2776.576516,12/22/2017,14333,143.649,Master's Degree,Sikkim,Artist,policy5,Mobile App,policy5,Business,In-Person Meeting,Phone,Weekends,French
243,72,Female,Married,4447.107364,7/19/2015,13724.5,78.27,Master's Degree,Delhi,Entrepreneur,policy4,Mobile App,policy2,Business,Email,Text,Evening,Mandarin
244,33,Female,Married,3737.941441,2/27/2017,19210.5,345.871,Master's Degree,Gujarat,Teacher,policy4,Chat,policy1,Business,Phone,Phone,Weekends,Mandarin
245,37,Female,Married,2941.663514,4/27/2020,5413.8,147.436,Doctorate,Manipur,Entrepreneur,policy1,In-Person,policy2,Group,In-Person Meeting,In-Person Meeting,Weekends,English
246,36,Male,Married,2317.715276,11/11/2018,49537.6,768.747,Associate Degree,Maharashtra,Doctor,policy4,In-Person,policy1,Group,Mail,In-Person Meeting,Anytime,Spanish
247,60,Female,Married,4934.627946,6/4/2002,21114.9,107.232,Associate Degree,Uttarakhand,Doctor,policy3,Mobile App,policy5,Business,Mail,In-Person Meeting,Morning,English
248,58,Male,Married,5626.864608,4/19/1989,7158.4,54.693,High School Diploma,Karnataka,Engineer,policy2,Phone,policy1,Business,In-Person Meeting,Mail,Afternoon,German
249,41,Female,Single,8725.075292,11/10/2020,33425.7,46.751,Associate Degree,Gujarat,Lawyer,policy1,In-Person,policy5,Business,Mail,Phone,Afternoon,French
250,25,Male,Separated,6131.153695,1/15/2022,41070.1,47.346,High School Diploma,Delhi,Manager,policy5,Email,policy1,Group,Email,Email,Evening,Spanish
251,37,Male,Single,7159.106155,9/22/2021,9301.3,22.814,Doctorate,Manipur,Entrepreneur,policy2,Mobile App,policy1,Business,Text,Mail,Evening,English
252,44,Male,Single,6446.222125,6/18/2023,42899.4,207.502,Doctorate,Punjab,Artist,policy2,Mobile App,policy1,Family,Email,Phone,Weekends,German
253,48,Male,Divorced,10872.85462,4/14/2023,13077,48.723,Associate Degree,Himachal Pradesh,Nurse,policy5,In-Person,policy2,Business,In-Person Meeting,Mail,Morning,English
254,36,Male,Married,2737.903305,3/12/2017,34798.6,880.162,Doctorate,Haryana,Nurse,policy3,Email,policy2,Group,Text,In-Person Meeting,Anytime,French
255,26,Female,Single,2190.953844,7/3/2024,44834.2,1451.136,Doctorate,Haryana,Lawyer,policy5,Chat,policy2,Business,Phone,Phone,Afternoon,English
256,41,Male,Divorced,3348.914678,6/9/2021,44175.8,211.806,High School Diploma,Punjab,Entrepreneur,policy2,Chat,policy2,Group,Email,In-Person Meeting,Weekends,German
257,43,Female,Married,4370.246392,9/21/2023,46147.3,1352.706,Master's Degree,Chhattisgarh,Lawyer,policy2,Chat,policy2,Business,In-Person Meeting,Text,Morning,German
258,79,Female,Married,6134.055419,10/26/1999,42370.4,398.958,High School Diploma,Assam,Lawyer,policy3,Chat,policy5,Group,Email,In-Person Meeting,Evening,French
259,35,Female,Divorced,3078.45002,2/5/2022,43798.8,1024.208,Associate Degree,Madhya Pradesh,Artist,policy2,Mobile App,policy3,Family,In-Person Meeting,Text,Afternoon,Spanish
260,42,Male,Divorced,9453.36688,7/12/2022,39762.5,74.764,Associate Degree,Tamil Nadu,Artist,policy1,In-Person,policy1,Individual,Phone,In-Person Meeting,Morning,German
261,27,Male,Married,1718.815883,2/27/2023,42849.6,1787.132,Bachelor's Degree,Lakshadweep,Doctor,policy3,Chat,policy3,Group,Text,In-Person Meeting,Morning,French
262,31,Male,Single,1974.836971,1/13/2023,7937.5,394.753,Bachelor's Degree,Uttar Pradesh,Salesperson,policy4,Phone,policy1,Group,Phone,Phone,Morning,Spanish
263,46,Female,Widowed,4471.534124,12/2/1985,20597.6,104.38,High School Diploma,Maharashtra,Engineer,policy1,In-Person,policy5,Family,Email,Mail,Anytime,German
264,35,Male,Single,2359.640982,12/12/2024,9940.7,449.377,Doctorate,Arunachal Pradesh,Salesperson,policy1,Phone,policy1,Business,In-Person Meeting,In-Person Meeting,Weekends,Mandarin
265,24,Female,Married,1775.549171,8/7/2023,46247.8,2013.137,Associate Degree,Daman and Diu,Artist,policy1,Phone,policy3,Group,In-Person Meeting,Phone,Afternoon,Mandarin
266,38,Male,Single,8358.138118,3/7/2023,7255.1,15.544,Doctorate,Meghalaya,Lawyer,policy1,Chat,policy5,Business,Mail,Phone,Anytime,French
267,30,Male,Single,2340.571468,9/12/2024,5694.9,198.261,High School Diploma,Goa,Nurse,policy5,Chat,policy2,Individual,Email,Email,Morning,German
268,41,Male,Married,2955.573077,5/15/2019,31345,576.755,Master's Degree,Nagaland,Artist,policy3,Mobile App,policy1,Group,Phone,Phone,Morning,Mandarin
269,36,Male,Married,8132.66082,10/6/2023,35255.3,97.812,Master's Degree,Maharashtra,Salesperson,policy5,In-Person,policy5,Individual,Text,In-Person Meeting,Morning,French
270,28,Male,Married,1825.543235,10/27/2024,47530.9,1581.376,Master's Degree,Andaman and Nicobar Islands,Lawyer,policy2,In-Person,policy1,Individual,Mail,Phone,Morning,French
271,36,Male,Single,9236.713476,8/16/2021,27114,128.145,High School Diploma,Jharkhand,Artist,policy5,In-Person,policy1,Business,Mail,Text,Morning,Spanish
272,19,Female,Divorced,1534.606919,2/27/2024,9039.7,315.549,High School Diploma,Tamil Nadu,Entrepreneur,policy2,Mobile App,policy4,Business,Text,Mail,Afternoon,French
273,36,Female,Married,3541.017976,10/23/2015,19406.3,370.727,Associate Degree,Daman and Diu,Salesperson,policy5,Mobile App,policy2,Family,Email,Mail,Morning,French
274,33,Male,Married,7378.402951,3/19/2012,12153.7,119.884,Doctorate,Sikkim,Nurse,policy3,Mobile App,policy4,Individual,Email,Text,Evening,French
275,36,Female,Single,9419.558578,12/6/2020,10061.3,15.008,High School Diploma,Jharkhand,Entrepreneur,policy3,In-Person,policy5,Business,Text,Phone,Anytime,German
276,34,Female,Married,3149.415518,5/3/2016,32835.5,499.788,Associate Degree,Jharkhand,Manager,policy2,Chat,policy1,Business,In-Person Meeting,In-Person Meeting,Morning,French
277,40,Male,Divorced,7141.152446,5/20/2023,37709.1,158.585,Associate Degree,Goa,Teacher,policy5,Phone,policy4,Family,In-Person Meeting,Text,Morning,German
278,42,Male,Single,7935.478245,5/14/2021,36754.5,122.831,Associate Degree,Meghalaya,Lawyer,policy3,Chat,policy1,Family,Text,In-Person Meeting,Weekends,German
279,42,Female,Married,2834.751025,10/16/2020,29316.6,481.474,High School Diploma,Arunachal Pradesh,Entrepreneur,policy2,Chat,policy4,Group,Text,Text,Anytime,German
280,36,Female,Single,9383.809679,12/11/2023,23899.2,61.955,Master's Degree,Nagaland,Artist,policy4,Mobile App,policy2,Business,Phone,Email,Morning,Mandarin
